ID,Title,Difficulty,Tags,Link
2985,Calculate Compressed Mean,Easy,Database,https://leetcode.com/problems/calculate-compressed-mean/
2986,Find Third Transaction,Medium,Database,https://leetcode.com/problems/find-third-transaction/
2987,Find Expensive Cities,Easy,Database,https://leetcode.com/problems/find-expensive-cities/
2988,Manager of the Largest Department,Medium,Database,https://leetcode.com/problems/manager-of-the-largest-department/
2989,Class Performance,Medium,Database,https://leetcode.com/problems/class-performance/
2990,Loan Types,Easy,Database,https://leetcode.com/problems/loan-types/
2991,Top Three Wineries,Hard,Database,https://leetcode.com/problems/top-three-wineries/
2992,Number of Self-Divisible Permutations,Medium,"Array, Math, Dynamic Programming, Backtracking, Bit Manipulation, Number Theory, Bitmask",https://leetcode.com/problems/number-of-self-divisible-permutations/
2993,Friday Purchases I,Medium,Database,https://leetcode.com/problems/friday-purchases-i/
2994,Friday Purchases II,Hard,Database,https://leetcode.com/problems/friday-purchases-ii/
2995,Viewers Turned Streamers,Hard,Database,https://leetcode.com/problems/viewers-turned-streamers/
2996,Smallest Missing Integer Greater Than Sequential Prefix Sum,Easy,"Array, Hash Table, Sorting",https://leetcode.com/problems/smallest-missing-integer-greater-than-sequential-prefix-sum/
2997,Minimum Number of Operations to Make Array XOR Equal to K,Medium,"Array, Bit Manipulation",https://leetcode.com/problems/minimum-number-of-operations-to-make-array-xor-equal-to-k/
2998,Minimum Number of Operations to Make X and Y Equal,Medium,"Dynamic Programming, Breadth-First Search, Memoization",https://leetcode.com/problems/minimum-number-of-operations-to-make-x-and-y-equal/
2999,Count the Number of Powerful Integers,Hard,"Math, String, Dynamic Programming",https://leetcode.com/problems/count-the-number-of-powerful-integers/
3000,Maximum Area of Longest Diagonal Rectangle,Easy,Array,https://leetcode.com/problems/maximum-area-of-longest-diagonal-rectangle/
3001,Minimum Moves to Capture The Queen,Medium,"Math, Enumeration",https://leetcode.com/problems/minimum-moves-to-capture-the-queen/
3002,Maximum Size of a Set After Removals,Medium,"Array, Hash Table, Greedy",https://leetcode.com/problems/maximum-size-of-a-set-after-removals/
3003,Maximize the Number of Partitions After Operations,Hard,"String, Dynamic Programming, Bit Manipulation, Bitmask",https://leetcode.com/problems/maximize-the-number-of-partitions-after-operations/
3004,Maximum Subtree of the Same Color,Medium,"Array, Dynamic Programming, Tree, Depth-First Search",https://leetcode.com/problems/maximum-subtree-of-the-same-color/
3005,Count Elements With Maximum Frequency,Easy,"Array, Hash Table, Counting",https://leetcode.com/problems/count-elements-with-maximum-frequency/
3006,Find Beautiful Indices in the Given Array I,Medium,"Two Pointers, String, Binary Search, Rolling Hash, String Matching, Hash Function",https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-i/
3007,Maximum Number That Sum of the Prices Is Less Than or Equal to K,Medium,"Binary Search, Dynamic Programming, Bit Manipulation",https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k/
3008,Find Beautiful Indices in the Given Array II,Hard,"Two Pointers, String, Binary Search, Rolling Hash, String Matching, Hash Function",https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-ii/
3009,Maximum Number of Intersections on the Chart,Hard,"Array, Math, Binary Indexed Tree, Geometry",https://leetcode.com/problems/maximum-number-of-intersections-on-the-chart/
3010,Divide an Array Into Subarrays With Minimum Cost I,Easy,"Array, Sorting, Enumeration",https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-i/
3011,Find if Array Can Be Sorted,Medium,"Array, Bit Manipulation, Sorting",https://leetcode.com/problems/find-if-array-can-be-sorted/
3012,Minimize Length of Array Using Operations,Medium,"Array, Math, Greedy, Number Theory",https://leetcode.com/problems/minimize-length-of-array-using-operations/
3013,Divide an Array Into Subarrays With Minimum Cost II,Hard,,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-ii/
3014,Minimum Number of Pushes to Type Word I,Easy,"Math, String, Greedy",https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-i/
3015,Count the Number of Houses at a Certain Distance I,Medium,"Breadth-First Search, Graph, Prefix Sum",https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-i/
3016,Minimum Number of Pushes to Type Word II,Medium,"Hash Table, String, Greedy, Sorting, Counting",https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-ii/
3017,Count the Number of Houses at a Certain Distance II,Hard,"Graph, Prefix Sum",https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-ii/
3018,Maximum Number of Removal Queries That Can Be Processed I,Hard,"Array, Dynamic Programming",https://leetcode.com/problems/maximum-number-of-removal-queries-that-can-be-processed-i/
3019,Number of Changing Keys,Easy,String,https://leetcode.com/problems/number-of-changing-keys/
3020,Find the Maximum Number of Elements in Subset,Medium,"Array, Hash Table, Enumeration",https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset/
3021,Alice and Bob Playing Flower Game,Medium,Math,https://leetcode.com/problems/alice-and-bob-playing-flower-game/
3022,Minimize OR of Remaining Elements Using Operations,Hard,"Array, Greedy, Bit Manipulation",https://leetcode.com/problems/minimize-or-of-remaining-elements-using-operations/
3023,Find Pattern in Infinite Stream I,Medium,"Array, Sliding Window, Rolling Hash, String Matching, Hash Function",https://leetcode.com/problems/find-pattern-in-infinite-stream-i/
3024,Type of Triangle,Easy,"Array, Math, Sorting",https://leetcode.com/problems/type-of-triangle/
3025,Find the Number of Ways to Place People I,Medium,"Array, Math, Geometry, Sorting, Enumeration",https://leetcode.com/problems/find-the-number-of-ways-to-place-people-i/
3026,Maximum Good Subarray Sum,Medium,"Array, Hash Table, Prefix Sum",https://leetcode.com/problems/maximum-good-subarray-sum/
3027,Find the Number of Ways to Place People II,Hard,"Array, Math, Geometry, Sorting, Enumeration",https://leetcode.com/problems/find-the-number-of-ways-to-place-people-ii/
3028,Ant on the Boundary,Easy,"Array, Simulation, Prefix Sum",https://leetcode.com/problems/ant-on-the-boundary/
3029,Minimum Time to Revert Word to Initial State I,Medium,"String, Rolling Hash, String Matching, Hash Function",https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-i/
3030,Find the Grid of Region Average,Medium,"Array, Matrix",https://leetcode.com/problems/find-the-grid-of-region-average/
3031,Minimum Time to Revert Word to Initial State II,Hard,"String, Rolling Hash, String Matching, Hash Function",https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-ii/
3032,Count Numbers With Unique Digits II,Easy,"Hash Table, Math, Dynamic Programming",https://leetcode.com/problems/count-numbers-with-unique-digits-ii/
3033,Modify the Matrix,Easy,"Array, Matrix",https://leetcode.com/problems/modify-the-matrix/
3034,Number of Subarrays That Match a Pattern I,Medium,"Array, Rolling Hash, String Matching, Hash Function",https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-i/
3035,Maximum Palindromes After Operations,Medium,"Array, Hash Table, String, Greedy, Sorting, Counting",https://leetcode.com/problems/maximum-palindromes-after-operations/
3036,Number of Subarrays That Match a Pattern II,Hard,"Array, Rolling Hash, String Matching, Hash Function",https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-ii/
3037,Find Pattern in Infinite Stream II,Hard,"Array, Sliding Window, Rolling Hash, String Matching, Hash Function",https://leetcode.com/problems/find-pattern-in-infinite-stream-ii/
3038,Maximum Number of Operations With the Same Score I,Easy,"Array, Simulation",https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-i/
3039,Apply Operations to Make String Empty,Medium,"Array, Hash Table, Sorting, Counting",https://leetcode.com/problems/apply-operations-to-make-string-empty/
3040,Maximum Number of Operations With the Same Score II,Medium,"Array, Dynamic Programming, Memoization",https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-ii/
3041,Maximize Consecutive Elements in an Array After Modification,Hard,"Array, Dynamic Programming, Sorting",https://leetcode.com/problems/maximize-consecutive-elements-in-an-array-after-modification/
3042,Count Prefix and Suffix Pairs I,Easy,"Array, String, Trie, Rolling Hash, String Matching, Hash Function",https://leetcode.com/problems/count-prefix-and-suffix-pairs-i/
3043,Find the Length of the Longest Common Prefix,Medium,"Array, Hash Table, String, Trie",https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/
3044,Most Frequent Prime,Medium,"Array, Hash Table, Math, Matrix, Counting, Enumeration, Number Theory",https://leetcode.com/problems/most-frequent-prime/
3045,Count Prefix and Suffix Pairs II,Hard,"Array, String, Trie, Rolling Hash, String Matching, Hash Function",https://leetcode.com/problems/count-prefix-and-suffix-pairs-ii/
3046,Split the Array,Easy,"Array, Hash Table, Counting",https://leetcode.com/problems/split-the-array/
3047,Find the Largest Area of Square Inside Two Rectangles,Medium,"Array, Math, Geometry",https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles/
3048,Earliest Second to Mark Indices I,Medium,"Array, Binary Search",https://leetcode.com/problems/earliest-second-to-mark-indices-i/
3049,Earliest Second to Mark Indices II,Hard,"Array, Binary Search, Greedy, Heap (Priority Queue)",https://leetcode.com/problems/earliest-second-to-mark-indices-ii/
3050,Pizza Toppings Cost Analysis,Medium,Database,https://leetcode.com/problems/pizza-toppings-cost-analysis/
3051,Find Candidates for Data Scientist Position,Easy,Database,https://leetcode.com/problems/find-candidates-for-data-scientist-position/
3052,Maximize Items,Hard,Database,https://leetcode.com/problems/maximize-items/
3053,Classifying Triangles by Lengths,Easy,Database,https://leetcode.com/problems/classifying-triangles-by-lengths/
3054,Binary Tree Nodes,Medium,Database,https://leetcode.com/problems/binary-tree-nodes/
3055,Top Percentile Fraud,Medium,Database,https://leetcode.com/problems/top-percentile-fraud/
3056,Snaps Analysis,Medium,Database,https://leetcode.com/problems/snaps-analysis/
3057,Employees Project Allocation,Hard,Database,https://leetcode.com/problems/employees-project-allocation/
3058,Friends With No Mutual Friends,Medium,Database,https://leetcode.com/problems/friends-with-no-mutual-friends/
3059,Find All Unique Email Domains,Easy,Database,https://leetcode.com/problems/find-all-unique-email-domains/
3060,User Activities within Time Bounds,Hard,Database,https://leetcode.com/problems/user-activities-within-time-bounds/
3061,Calculate Trapping Rain Water,Hard,Database,https://leetcode.com/problems/calculate-trapping-rain-water/
3062,Winner of the Linked List Game,Easy,Linked List,https://leetcode.com/problems/winner-of-the-linked-list-game/
3063,Linked List Frequency,Easy,"Hash Table, Linked List, Counting",https://leetcode.com/problems/linked-list-frequency/
3064,Guess the Number Using Bitwise Questions I,Medium,"Bit Manipulation, Interactive",https://leetcode.com/problems/guess-the-number-using-bitwise-questions-i/
3065,Minimum Operations to Exceed Threshold Value I,Easy,Array,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-i/
3066,Minimum Operations to Exceed Threshold Value II,Medium,"Array, Heap (Priority Queue), Simulation",https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-ii/
3067,Count Pairs of Connectable Servers in a Weighted Tree Network,Medium,"Array, Tree, Depth-First Search",https://leetcode.com/problems/count-pairs-of-connectable-servers-in-a-weighted-tree-network/
3068,Find the Maximum Sum of Node Values,Hard,"Array, Dynamic Programming, Greedy, Bit Manipulation, Tree, Sorting",https://leetcode.com/problems/find-the-maximum-sum-of-node-values/
3069,Distribute Elements Into Two Arrays I,Easy,"Array, Simulation",https://leetcode.com/problems/distribute-elements-into-two-arrays-i/
3070,Count Submatrices with Top-Left Element and Sum Less Than k,Medium,"Array, Matrix, Prefix Sum",https://leetcode.com/problems/count-submatrices-with-top-left-element-and-sum-less-than-k/
3071,Minimum Operations to Write the Letter Y on a Grid,Medium,"Array, Hash Table, Matrix, Counting",https://leetcode.com/problems/minimum-operations-to-write-the-letter-y-on-a-grid/
3072,Distribute Elements Into Two Arrays II,Hard,"Array, Binary Indexed Tree, Segment Tree, Simulation",https://leetcode.com/problems/distribute-elements-into-two-arrays-ii/
3073,Maximum Increasing Triplet Value,Medium,"Array, Ordered Set",https://leetcode.com/problems/maximum-increasing-triplet-value/
3074,Apple Redistribution into Boxes,Easy,"Array, Greedy, Sorting",https://leetcode.com/problems/apple-redistribution-into-boxes/
3075,Maximize Happiness of Selected Children,Medium,"Array, Greedy, Sorting",https://leetcode.com/problems/maximize-happiness-of-selected-children/
3076,Shortest Uncommon Substring in an Array,Medium,"Array, Hash Table, String, Trie",https://leetcode.com/problems/shortest-uncommon-substring-in-an-array/
3077,Maximum Strength of K Disjoint Subarrays,Hard,"Array, Dynamic Programming, Prefix Sum",https://leetcode.com/problems/maximum-strength-of-k-disjoint-subarrays/
3078,Match Alphanumerical Pattern in Matrix I,Medium,"Array, Hash Table, String, Matrix",https://leetcode.com/problems/match-alphanumerical-pattern-in-matrix-i/
3079,Find the Sum of Encrypted Integers,Easy,"Array, Math",https://leetcode.com/problems/find-the-sum-of-encrypted-integers/
